step,price,volume,anomaly
932,51.0172765833131,18668,False
933,52.72618556037075,19251,False
934,53.0537002829942,14393,False
935,53.682955623919945,8047,False
936,52.461431473692954,12382,False
937,52.369309657050245,9076,False
938,53.363474588907934,12952,False
939,54.29574637519844,16430,False
940,54.52602348791188,8017,False
941,55.50127325867873,10609,False
942,56.04871908990435,1867,False
943,57.410511941752404,14994,False
944,57.74372032747719,10307,False
945,57.33439114965583,9734,False
946,57.720792471765904,11116,False
947,54.43490455094013,5094,False
948,54.85335165064973,12361,False
949,50.99333990531547,15158,False
950,49.26558508359516,7643,False
951,49.712735013503305,3491,False
952,50.18979527812023,8349,False
953,49.03641322249085,4773,False
954,48.34298426558314,8104,False
955,49.68643350097123,12909,False
956,49.20775954644717,3154,False
957,51.46539971429836,15198,False
958,51.463423632014205,5267,False
959,51.88512074101105,17999,False
960,53.59037848643035,14916,False
961,53.73099851129691,6179,False
962,52.66458450296587,11701,False
963,52.549136214723276,3103,False
964,52.51172327079433,2895,False
965,59.80859913385022,114984,True
966,50.8370271809965,16246,False
967,50.087983484588264,3934,False
968,51.02258020506567,6371,False
969,51.057912175245136,4755,False
970,50.76994808263677,8508,False
971,50.662245461735324,6535,False
972,50.88882789030994,7233,False
973,51.52049512570043,11058,False
974,50.50061162204638,4592,False
975,49.459477348551324,17773,False
976,50.564375113354956,14825,False
977,50.14909867916095,15450,False
978,48.747977036478126,4220,False
979,49.182602541418966,14454,False
980,49.640515755683445,16888,False
981,48.14383270810927,4328,False
982,48.36530313986429,15274,False
983,49.0820968098017,7795,False
984,49.450989612284324,15964,False
985,50.07999865453813,10089,False
986,48.69305041543059,16241,False
987,49.01650710453039,3801,False
988,48.72073579802366,8392,False
989,48.25256189765053,6195,False
990,49.100049104331504,5718,False
991,50.57440028762663,6858,False
992,52.42234470984045,8266,False
993,53.81913556759596,3418,False
994,53.70114911047617,14434,False
995,54.0813180277014,11454,False
996,54.91712664910504,16756,False
997,55.050382956916366,14395,False
998,44.73004249382182,22986,True
999,56.11140929364308,2328,False
